Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Info,postal,Latitude_rad,Longitude_rad,Coord_rad
Hong Leong Building,"16 Raffles Quay, S(048581)",\$3.00/30min from 7am to 5.59pm,\$2.00/hr from 6pm to 6.59am the following day,"\$3.00/30min from 7am to 12.59pm, \$2.00/hr from 1pm to 6.59am the following day",\$2.00/hr from 7am to 6.59am the following day,"<b>Carpark: </b>Hong Leong Building
<b>Address: </b>16 Raffles Quay, S(048581)
<b>Mon-Fri before 5/6pm: </b>\$3.00/30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.00/hr from 6pm to 6.59am the following day
<b>Sat: </b>\$3.00/30min from 7am to 12.59pm, \$2.00/hr from 1pm to 6.59am the following day
<b>Sun/ Public Holiday: </b>\$2.00/hr from 7am to 6.59am the following day",048581,0.022362973518973425,1.812538984242073,"(0.022362973518973425, 1.8125389842420729)"
Hotel Asia,"37 Scotts Road, S(228229)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,"<b>Carpark: </b>Hotel Asia
<b>Address: </b>37 Scotts Road, S(228229)
<b>Mon-Fri before 5/6pm: </b>Free parking for Hotel's guests
<b>Mon-Fri after 5/6pm: </b>Free parking for Hotel's guests
<b>Sat: </b>Free parking for Hotel's guests
<b>Sun/ Public Holiday: </b>Free parking for Hotel's guests",228229,0.022889172835157193,1.8122788254637705,"(0.022889172835157193, 1.8122788254637705)"
Singapore Art Museum,"71 Bras Basah Road, S(189555)",Limited Free Parking Lots,Limited Free Parking Lots,Not for public,Not for public,"<b>Carpark: </b>Singapore Art Museum
<b>Address: </b>71 Bras Basah Road, S(189555)
<b>Mon-Fri before 5/6pm: </b>Limited Free Parking Lots
<b>Mon-Fri after 5/6pm: </b>Limited Free Parking Lots
<b>Sat: </b>Not for public
<b>Sun/ Public Holiday: </b>Not for public",189555,0.022633813712297904,1.8125436093645908,"(0.022633813712297904, 1.8125436093645908)"
Singapore Tourism Board (STB),"1 Orchard Spring Lane, S(247729)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 8.30am to 6pm",Car Park closed after 6pm,Closed,Closed,"<b>Carpark: </b>Singapore Tourism Board (STB)
<b>Address: </b>1 Orchard Spring Lane, S(247729)
<b>Mon-Fri before 5/6pm: </b>\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 8.30am to 6pm
<b>Mon-Fri after 5/6pm: </b>Car Park closed after 6pm
<b>Sat: </b>Closed
<b>Sun/ Public Holiday: </b>Closed",247729,0.022753159326549276,1.8120730319463387,"(0.022753159326549276, 1.8120730319463387)"
Hotel Rendezvous,"9 Bras Basah Road, S(189559)",\$3.70/hr from 7am to 5pm,\$3.70/hr from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Hotel Rendezvous
<b>Address: </b>9 Bras Basah Road, S(189559)
<b>Mon-Fri before 5/6pm: </b>\$3.70/hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.70/hr from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",189559,0.022667899992589353,1.8125060498790877,"(0.022667899992589353, 1.8125060498790877)"
Hotel Royal Queens,"12 Queen Street, S(188553)",\$1.28/30min from 8am to 5pm,\$3.21/entry 5pm to 8am the following day,Charges same as weekdays,\$3.21/entry from 8am to 8am the following day,"<b>Carpark: </b>Hotel Royal Queens
<b>Address: </b>12 Queen Street, S(188553)
<b>Mon-Fri before 5/6pm: </b>\$1.28/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.21/entry 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.21/entry from 8am to 8am the following day",188553,0.022648701370817415,1.8125621273079542,"(0.022648701370817415, 1.8125621273079542)"
Hougang Mall,"90 Hougang Avenue 10, S(538766)","\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight","<b>Carpark: </b>Hougang Mall
<b>Address: </b>90 Hougang Avenue 10, S(538766)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight
<b>Mon-Fri after 5/6pm: </b>\$1.20 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight
<b>Sat: </b>\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight
<b>Sun/ Public Holiday: </b>\$1.30 for 1st hr, \$0.70/30min for the 2nd hr, \$1.00/30min for parking above 2hr from 7am to 12midnight",538766,0.023956895458357243,1.8132912909628527,"(0.023956895458357243, 1.8132912909628527)"
Hougang 1,"1 Hougang Street 91, S(538692)","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 7am to 5pm","\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Hougang 1
<b>Address: </b>1 Hougang Street 91, S(538692)
<b>Mon-Fri before 5/6pm: </b>\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.34 for 1st hr, \$0.81 for next subsequent 30min from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",538692,0.02401611447987741,1.8130389861661842,"(0.02401611447987741, 1.8130389861661842)"
ICA Building,"10 Kallang Road, S(208718)",\$0.80/30min from 8am the 5pm,"\$0.60/30min from 5pm to 7am the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.60/30min from 7am to 10.30pm the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day","<b>Carpark: </b>ICA Building
<b>Address: </b>10 Kallang Road, S(208718)
<b>Mon-Fri before 5/6pm: </b>\$0.80/30min from 8am the 5pm
<b>Mon-Fri after 5/6pm: </b>\$0.60/30min from 5pm to 7am the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$0.60/30min from 7am to 10.30pm the following day, Parking charges capped at \$5.00 from 10.30pm to 7am the following day",208718,0.022805972989714627,1.8127417565945696,"(0.022805972989714627, 1.8127417565945696)"
IKEA Alexandra,"317 Alexandra Road, S(159965)",\$1.50/30min from 8am to 5pm,\$1.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>IKEA Alexandra
<b>Address: </b>317 Alexandra Road, S(159965)
<b>Mon-Fri before 5/6pm: </b>\$1.50/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.50/30min from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",159965,0.022482546026027554,1.8117506539255321,"(0.022482546026027554, 1.8117506539255321)"
IMM Building,"2 Jurong East Street 21, S(609601)","1st 2hr free \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","1st 2hr free, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min","<b>Carpark: </b>IMM Building
<b>Address: </b>2 Jurong East Street 21, S(609601)
<b>Mon-Fri before 5/6pm: </b>1st 2hr free \$1.07 for 3rd hr, \$0.30 for next subsequent 15min
<b>Mon-Fri after 5/6pm: </b>1st 2hr free, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min
<b>Sat: </b>\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min
<b>Sun/ Public Holiday: </b>\$1.07 for 1st 2hr, \$1.07 for 3rd hr, \$0.30 for next subsequent 15min",609601,0.023299063409988063,1.8107245050451144,"(0.023299063409988063, 1.8107245050451144)"
Institute Of Mental Health (IMH),"10 Buangkok View, S(539747)",Free Parking,Free Parking,Free Parking,Free Parking,"<b>Carpark: </b>Institute Of Mental Health (IMH)
<b>Address: </b>10 Buangkok View, S(539747)
<b>Mon-Fri before 5/6pm: </b>Free Parking
<b>Mon-Fri after 5/6pm: </b>Free Parking
<b>Sat: </b>Free Parking
<b>Sun/ Public Holiday: </b>Free Parking",539747,0.02413924571327636,1.813135380700772,"(0.024139245713276362, 1.813135380700772)"
Inter-continental Singapore Hotel,"80 Middle Road,S(88966)","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.50/entry from 5pm to 8am the following day from Mon to Thurs","\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 5pm to 8am the following day on Fri","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day","<b>Carpark: </b>Inter-continental Singapore Hotel
<b>Address: </b>80 Middle Road,S(88966)
<b>Mon-Fri before 5/6pm: </b>\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.50/entry from 5pm to 8am the following day from Mon to Thurs
<b>Mon-Fri after 5/6pm: </b>\$1.60 for 1st hr, \$0.40 for next subsequent 10min from 8am to 5pm, \$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 5pm to 8am the following day on Fri
<b>Sat: </b>\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day
<b>Sun/ Public Holiday: </b>\$2.70 for 1st 2hr, \$0.27 for next subsequent 10min from 8am to 8am the following day",(88966,0.023598300110242488,1.8119979670805395,"(0.023598300110242488, 1.8119979670805395)"
Grand Copthorne Waterfront Hotel,"392 Havelock Road, S(169663)","\$3.75 for 1st hr, \$2.14 for next subsequent hr from 7am to 5pm",\$4.28/entry from 5pm to 7am the following day,Charges same as weekdays,\$4.28/entry from 7am to 7am the following day,"<b>Carpark: </b>Grand Copthorne Waterfront Hotel
<b>Address: </b>392 Havelock Road, S(169663)
<b>Mon-Fri before 5/6pm: </b>\$3.75 for 1st hr, \$2.14 for next subsequent hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$4.28/entry from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$4.28/entry from 7am to 7am the following day",169663,0.022519983338482836,1.8122656831345032,"(0.022519983338482836, 1.8122656831345032)"
Chijmes (Valet Parking),"30 Victoria Street, S(187996)",Not Applicable,"\$4.00/entry for Valet charge, Additional \$4.00/hr for carpark charges applies from 6.00pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Chijmes (Valet Parking)
<b>Address: </b>30 Victoria Street, S(187996)
<b>Mon-Fri before 5/6pm: </b>Not Applicable
<b>Mon-Fri after 5/6pm: </b>\$4.00/entry for Valet charge, Additional \$4.00/hr for carpark charges applies from 6.00pm to 7.59am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",187996,0.02260658657596679,1.8125536799143747,"(0.02260658657596679, 1.8125536799143747)"
Chinatown Point,"133 New Bridge Road, S(059413)",\$1.20/30min from 7.01am to 5pm,\$2.50/entry from 5.01pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Chinatown Point
<b>Address: </b>133 New Bridge Road, S(059413)
<b>Mon-Fri before 5/6pm: </b>\$1.20/30min from 7.01am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 5.01pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",059413,0.022431006453216162,1.812436112790631,"(0.022431006453216162, 1.812436112790631)"
Cineleisure Orchard,"8 Grange Road, S(239695)","\$2.40 for 1st hr, \$1.40 for next subsequent 30min from 7am to 5.59pm","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 6pm to 6.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 7am to 7.59am the following day","\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 8am to 7.59am the following day","<b>Carpark: </b>Cineleisure Orchard
<b>Address: </b>8 Grange Road, S(239695)
<b>Mon-Fri before 5/6pm: </b>\$2.40 for 1st hr, \$1.40 for next subsequent 30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 6pm to 6.59am the following day
<b>Sat: </b>\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 7am to 7.59am the following day
<b>Sun/ Public Holiday: </b>\$4.50 for 1st 3hr, \$1.60 for next subsequent 30min from 8am to 7.59am the following day",239695,0.022716420145794797,1.812291601273895,"(0.022716420145794797, 1.812291601273895)"
City Bayview Hotel,"30 Bencoolen Street, S(189621)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm","\$3.00/entry from 5pm to 11pm, \$4.00/entry from 11pm to 7am the following day",Charges same as weekdays,"\$3.00/entry from 7am to 11pm, \$4.00/entry from 11pm to 7am the following day","<b>Carpark: </b>City Bayview Hotel
<b>Address: </b>30 Bencoolen Street, S(189621)
<b>Mon-Fri before 5/6pm: </b>\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 5pm to 11pm, \$4.00/entry from 11pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.00/entry from 7am to 11pm, \$4.00/entry from 11pm to 7am the following day",189621,0.022664269707745207,1.8125290009587516,"(0.022664269707745207, 1.8125290009587516)"
Clarke Quay,"3 River Valley Road, S(179019)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 12.29pm","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of \$6.42 from 1.30pm to 6.59am the following day","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 6.59am the following day",\$2.68/entry from 7am to 6.59am the following day,"<b>Carpark: </b>Clarke Quay
<b>Address: </b>3 River Valley Road, S(179019)
<b>Mon-Fri before 5/6pm: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 12.29pm
<b>Mon-Fri after 5/6pm: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 1.30pm to 6.59am the following dayto a maximum of \$6.42 from 1.30pm to 6.59am the following day
<b>Sat: </b>\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 7am to 6.59am the following day
<b>Sun/ Public Holiday: </b>\$2.68/entry from 7am to 6.59am the following day",179019,0.022517435157774924,1.8124344739264635,"(0.022517435157774924, 1.8124344739264635)"
Clifford Centre,"24 Raffles Place, S(048621)",\$5.00/hr from 7am to 5pm \$2.50/30mins,\$3.00/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Clifford Centre
<b>Address: </b>24 Raffles Place, S(048621)
<b>Mon-Fri before 5/6pm: </b>\$5.00/hr from 7am to 5pm \$2.50/30mins
<b>Mon-Fri after 5/6pm: </b>\$3.00/entry from 5pm to 11pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",048621,0.02240735724185164,1.8125614815361313,"(0.022407357241851639, 1.8125614815361313)"
Compass One,"1 Sengkang Square, S(545078)","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm","\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Compass One
<b>Address: </b>1 Sengkang Square, S(545078)
<b>Mon-Fri before 5/6pm: </b>\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm
<b>Mon-Fri after 5/6pm: </b>\$1.40 for 1st 1hr, \$0.70 for next subsequent 30min from 7am to 11pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",545078,0.024299730483326492,1.8133058993686917,"(0.024299730483326492, 1.8133058993686917)"
Concorde Shopping Centre,"317 Outram Road, S(169075)",\$1.93/hr from 7am to 5pm,\$3.85/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.85/entry from 7am to 7am the following day,"<b>Carpark: </b>Concorde Shopping Centre
<b>Address: </b>317 Outram Road, S(169075)
<b>Mon-Fri before 5/6pm: </b>\$1.93/hr from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$3.85/entry from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$3.85/entry from 7am to 7am the following day",169075,0.02249453643798876,1.812247599778123,"(0.022494536437988759, 1.8122475997781231)"
Conrad Centennial Singapore (Basement Car Park),"2 Temasek Boulevard, S(038982)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","<b>Carpark: </b>Conrad Centennial Singapore (Basement Car Park)
<b>Address: </b>2 Temasek Boulevard, S(038982)
<b>Mon-Fri before 5/6pm: </b>\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$2.20/entry from 6pm to 7am the following day
<b>Sat: </b>\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day
<b>Sun/ Public Holiday: </b>\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",038982,0.022573146067498582,1.8126743519788577,"(0.022573146067498582, 1.8126743519788577)"
Copthorne King's Hotel,"403 Havelock Road, S(169632)","\$4.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 12midnight","\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Copthorne King's Hotel
<b>Address: </b>403 Havelock Road, S(169632)
<b>Mon-Fri before 5/6pm: </b>\$4.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 12midnight
<b>Mon-Fri after 5/6pm: </b>\$4.00 for 1st hr, \$2.00 for next subsequent 30min from 12midnight to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",169632,0.02248689189586502,1.812285649701146,"(0.022486891895865019, 1.8122856497011459)"
CPF Building Robinson Road,"79 Robinson Road, S(068897)","\$1.50/30min for the 1st 2hr, \$2.00/30min thereafter from 6am to 6pm","Car Park closed after 5pm, vehicle remaining from 5pm onward will be charged an additional flat rate of \$5.00",Closed,Closed,"<b>Carpark: </b>CPF Building Robinson Road
<b>Address: </b>79 Robinson Road, S(068897)
<b>Mon-Fri before 5/6pm: </b>\$1.50/30min for the 1st 2hr, \$2.00/30min thereafter from 6am to 6pm
<b>Mon-Fri after 5/6pm: </b>Car Park closed after 5pm, vehicle remaining from 5pm onward will be charged an additional flat rate of \$5.00
<b>Sat: </b>Closed
<b>Sun/ Public Holiday: </b>Closed",068897,0.02229338724169641,1.812490952781058,"(0.022293387241696411, 1.812490952781058)"
Grand Park Orchard,"270 Orchard Road, S(238857)","\$3.50 for 1st hr, \$1.50/subsequent 30min from 8am to 5pm daily including Public Holidays",\$5.00/entry from 5pm to 8am the following day daily including Public Holidays,Same Charges as Weekdays,Same Charges as Weekdays,"<b>Carpark: </b>Grand Park Orchard
<b>Address: </b>270 Orchard Road, S(238857)
<b>Mon-Fri before 5/6pm: </b>\$3.50 for 1st hr, \$1.50/subsequent 30min from 8am to 5pm daily including Public Holidays
<b>Mon-Fri after 5/6pm: </b>\$5.00/entry from 5pm to 8am the following day daily including Public Holidays
<b>Sat: </b>Same Charges as Weekdays
<b>Sun/ Public Holiday: </b>Same Charges as Weekdays",238857,0.022740366063132157,1.8122850388359077,"(0.022740366063132157, 1.8122850388359077)"
OUE Downtown 1,"6 Shenton Way, S(068809)",\$2.57/30min from 7am to 5.59pm,\$2.57/entry from 6pm to 6.59am the following day,"\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm",\$2.57/entry from 12midnight to 7am the following day,"<b>Carpark: </b>OUE Downtown 1
<b>Address: </b>6 Shenton Way, S(068809)
<b>Mon-Fri before 5/6pm: </b>\$2.57/30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.57/entry from 6pm to 6.59am the following day
<b>Sat: </b>\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm
<b>Sun/ Public Holiday: </b>\$2.57/entry from 12midnight to 7am the following day",068809,0.0222844511559262,1.8124958571562562,"(0.022284451155926199, 1.8124958571562562)"
OUE Downtown 2,"6 Shenton Way, S(068809)",\$2.57/30min from 7am to 5.59pm,\$2.57/entry from 6pm to 6.59am the following day,"\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm",\$2.57/entry from 12midnight to 7am the following day,"<b>Carpark: </b>OUE Downtown 2
<b>Address: </b>6 Shenton Way, S(068809)
<b>Mon-Fri before 5/6pm: </b>\$2.57/30min from 7am to 5.59pm
<b>Mon-Fri after 5/6pm: </b>\$2.57/entry from 6pm to 6.59am the following day
<b>Sat: </b>\$2.57/30min from 7am to 12.59pm, \$2.57/entry from 1pm to 11.59pm
<b>Sun/ Public Holiday: </b>\$2.57/entry from 12midnight to 7am the following day",068809,0.0222844511559262,1.8124958571562562,"(0.022284451155926199, 1.8124958571562562)"
Delfi Orchard,"402 Orchard Road, S(238876)","\$3.64 for 1st hr, \$2.35 for next subsequent 30min from 8am to 6pm",\$5.35/entry from 6pm to 11pm,Charges same as weekdays,\$5.35/entry from 8am to 11pm,"<b>Carpark: </b>Delfi Orchard
<b>Address: </b>402 Orchard Road, S(238876)
<b>Mon-Fri before 5/6pm: </b>\$3.64 for 1st hr, \$2.35 for next subsequent 30min from 8am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.35/entry from 6pm to 11pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$5.35/entry from 8am to 11pm",238876,0.022814874168899796,1.8121483621021839,"(0.022814874168899796, 1.8121483621021839)"
Parkway East Hospital,"321 Joo Chiat Place, S(427990)","\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm","\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Parkway East Hospital
<b>Address: </b>321 Joo Chiat Place, S(427990)
<b>Mon-Fri before 5/6pm: </b>\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$2.80 for 1st hr, \$1.40 for next subsequent 30min from 8am to 5pm
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",427990,0.022950206999099436,1.8135599669479046,"(0.022950206999099436, 1.8135599669479046)"
Eastgate ,"46 East Coast Road, S(428766)","\$1.20 for 1st hr, \$1.00 for next subsequent 30min from 8am to 6pm",\$2.50/entry from 6pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Eastgate 
<b>Address: </b>46 East Coast Road, S(428766)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$1.00 for next subsequent 30min from 8am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$2.50/entry from 6pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",428766,0.02276752338629319,1.8134542698084037,"(0.02276752338629319, 1.8134542698084037)"
Eastpoint Mall,"3 Simei Street 6, S(528833)","\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 7am to 5pm","\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,"<b>Carpark: </b>Eastpoint Mall
<b>Address: </b>3 Simei Street 6, S(528833)
<b>Mon-Fri before 5/6pm: </b>\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 7am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.20 for 1st hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>Charges same as weekdays",528833,0.023436385915534975,1.8143216635400599,"(0.023436385915534975, 1.8143216635400599)"
Elias Mall,"625 Elias Road, S(510625)",\$0.60/30min from 8am to 5pm,\$1.10/entry from 5pm to 8am the following day,Charges same as weekdays,\$1.10/entry from 8am to 8am the following day,"<b>Carpark: </b>Elias Mall
<b>Address: </b>625 Elias Road, S(510625)
<b>Mon-Fri before 5/6pm: </b>\$0.60/30min from 8am to 5pm
<b>Mon-Fri after 5/6pm: </b>\$1.10/entry from 5pm to 8am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$1.10/entry from 8am to 8am the following day",510625,0.024058333994483157,1.8141289093774695,"(0.024058333994483157, 1.8141289093774695)"
Elizabeth Hotel,"24 Mount Elizabeth, S(228518)","\$4.00 for 1st hr, \$2,00 for next subsequent 30min from 7am to 6pm",\$5.00/entry from 6pm to 7am the following day,Charges same as weekdays,\$5.00/entry from 7am to 7am the following day,"<b>Carpark: </b>Elizabeth Hotel
<b>Address: </b>24 Mount Elizabeth, S(228518)
<b>Mon-Fri before 5/6pm: </b>\$4.00 for 1st hr, \$2,00 for next subsequent 30min from 7am to 6pm
<b>Mon-Fri after 5/6pm: </b>\$5.00/entry from 6pm to 7am the following day
<b>Sat: </b>Charges same as weekdays
<b>Sun/ Public Holiday: </b>\$5.00/entry from 7am to 7am the following day",228518,0.022830372692657506,1.8122726993580962,"(0.022830372692657506, 1.8122726993580962)"
Esplanade Mall,"8 Raffles Avenue, S(039802)",\$2.20/hr from 6am to 6pm everyday inclusive of Public Holidays,"\$6.50/entry from 6pm to 10pm, \$2.20/entry from 10pm to 6am the following day everyday inclusive of Public Holidays",Charges same as Weekdays,Charges same as Weekdays,"<b>Carpark: </b>Esplanade Mall
<b>Address: </b>8 Raffles Avenue, S(039802)
<b>Mon-Fri before 5/6pm: </b>\$2.20/hr from 6am to 6pm everyday inclusive of Public Holidays
<b>Mon-Fri after 5/6pm: </b>\$6.50/entry from 6pm to 10pm, \$2.20/entry from 10pm to 6am the following day everyday inclusive of Public Holidays
<b>Sat: </b>Charges same as Weekdays
<b>Sun/ Public Holiday: </b>Charges same as Weekdays",039802,0.022511693024535862,1.8126119564580987,"(0.022511693024535862, 1.8126119564580987)"
